complexity,loss,equation,score,sympy_format,lambda_format
1,0.16346847,0.20584247,0.0,0.205842470000000,PySRFunction(X=>0.205842470000000)
3,0.15855844,0.015230893 / x1,0.015248447858726026,0.015230893/x1,PySRFunction(X=>0.015230893/x1)
4,0.15802203,0.06179165 / sqrt(x1),0.0033887782991549294,0.06179165/sqrt(x1),PySRFunction(X=>0.06179165/sqrt(x1))
5,0.15734884,0.022473073 / (x1 - -0.025170792),0.004269202304373084,0.022473073/(x1 - 1*(-0.025170792)),PySRFunction(X=>0.022473073/(x1 - 1*(-0.025170792)))
6,0.15723336,0.006725194 / square(x1 + 0.09774336),0.0007341801614151644,0.006725194/((x1 + 0.09774336)**2),PySRFunction(X=>0.006725194/((x1 + 0.09774336)**2))
7,0.15672833,sqrt(sqrt(x6) / x1) * 0.08678138,0.0032171468792241446,0.08678138*sqrt(sqrt(x6)/x1),PySRFunction(X=>0.08678138*sqrt(sqrt(x6)/x1))
8,0.14765875,0.020910414 / (square(x6 + -0.3012719) + x1),0.05961005614047283,0.020910414/(x1 + (x6 - 0.3012719)**2),PySRFunction(X=>0.020910414/(x1 + (x6 - 0.3012719)**2))
10,0.14570461,((x6 * 0.00953938) / (square(x5) + 0.05262577)) / x1,0.0066612575721024985,x6*0.00953938/((x5**2 + 0.05262577)*x1),PySRFunction(X=>x6*0.00953938/((x5**2 + 0.05262577)*x1))
12,0.14012608,(x6 * (0.0021358063 / x1)) / (square(x5 + -0.20369524) + 0.017274363),0.019519382145392963,x6*0.0021358063/(x1*((x5 - 0.20369524)**2 + 0.017274363)),PySRFunction(X=>x6*0.0021358063/(x1*((x5 - 0.20369524)**2 + 0.017274363)))
