x,y,class_id,class_name,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
648309.2448970709,5576949.312708066,10,Forest,0.044601119995117185,0.0595227294921875,0.03891905517578125,0.08081511840820313,0.19366748046875,0.2250166748046875,0.24523505859375,0.246912158203125,0.13468868408203125,0.06858224487304687
663346.5822508108,5582890.897816528,10,Forest,0.04491431884765625,0.06713202514648438,0.04009384155273438,0.09894530639648437,0.315919580078125,0.3786244384765625,0.42988232421875,0.4115978515625,0.167431982421875,0.08345975341796875
662620.8284212532,5569811.763644743,10,Forest,0.03848216247558594,0.05023157653808594,0.03044219970703125,0.07429767456054688,0.20052164306640624,0.24746376953125,0.2427602783203125,0.2673186279296875,0.11290516357421874,0.057890789794921876
659307.6965911732,5590955.8337753005,10,Forest,0.05769251708984375,0.08175751953125,0.3995980224609375,0.43839404296875,0.528520849609375,0.5477046875,0.548148388671875,0.545881494140625,0.31772265625,0.2117779296875
650010.8369546708,5581624.074592021,10,Forest,0.02939155578613281,0.05056218566894531,0.031618560791015625,0.07667251586914063,0.2171000244140625,0.2585744140625,0.2686166015625,0.27793232421875,0.12635458984375,0.0667726318359375
659348.2205654128,5583723.992328169,10,Forest,0.025816610717773438,0.038020086669921876,0.023140011596679687,0.05505200805664062,0.1365797607421875,0.1627745849609375,0.18066976318359376,0.17941004638671876,0.0862282470703125,0.045035009765625
655611.5877677801,5567394.814715369,10,Forest,0.04740699462890625,0.04837276000976563,0.036064419555664064,0.2888951904296875,0.32521923828125,0.344131396484375,0.14595379638671874,0.3398875,0.10207340087890625,0.09142564697265625
653368.4450084704,5572577.731219452,10,Forest,0.01660010681152344,0.02908469543457031,0.02854144592285156,0.05441581420898438,0.14785318603515624,0.17868245849609374,0.149160400390625,0.18519835205078125,0.08081494750976563,0.04268795471191406
652674.1784283174,5571723.191001054,10,Forest,0.027169381713867187,0.05536729736328125,0.032984246826171876,0.07685339965820312,0.228832763671875,0.27849755859375,0.3112890625,0.29135078125,0.12093853759765626,0.06131110229492188
662241.1086083713,5572702.638980816,10,Forest,0.06430389404296875,0.0869685302734375,0.07695450439453125,0.13942537841796876,0.2360894775390625,0.2714084716796875,0.2819446533203125,0.29003955078125,0.230689599609375,0.17999248046875
649576.394168662,5576428.619890174,10,Forest,0.041701821899414064,0.08349276733398438,0.04914967651367187,0.12645771484375,0.3392200439453125,0.397721337890625,0.470769384765625,0.419453076171875,0.20181573486328125,0.11100567626953126
653886.9624056324,5585175.590031897,10,Forest,0.049301333618164064,0.0632172119140625,0.04723446960449219,0.09592135009765625,0.21321787109375,0.2543882080078125,0.258628857421875,0.2808259033203125,0.209725146484375,0.1161729248046875
660741.4067469997,5588208.075702071,10,Forest,0.07924872436523438,0.08728946533203125,0.08092373046875,0.14201787109375,0.340228271484375,0.3940769287109375,0.3737463134765625,0.41833486328125,0.17262635498046874,0.09258040161132812
652871.786893718,5592592.0303521985,10,Forest,0.13273831787109375,0.1562947265625,0.038178921508789064,0.07567279663085938,0.15335654296875,0.18805135498046874,0.1602331787109375,0.18748065185546875,0.1087088623046875,0.060484716796875
