complexity,loss,equation,score,sympy_format,lambda_format
1,0.16820657,0.21404767,0.0,0.214047670000000,PySRFunction(X=>0.214047670000000)
3,0.14587069,0.5248524 - x6,0.07123613154595246,0.5248524 - x6,PySRFunction(X=>0.5248524 - x6)
4,0.13012671,log(x6) * -0.19494565,0.11421187626702578,-0.19494565*log(x6),PySRFunction(X=>-0.19494565*log(x6))
5,0.111558795,square(log(x6 - -0.3632795)),0.1539569067207052,log(x6 + 0.3632795)**2,PySRFunction(X=>log(x6 + 0.3632795)**2)
6,0.100046664,square(log(square(x6 - -0.5656333))),0.10891504419295216,log((x6 + 0.5656333)**2)**2,PySRFunction(X=>log((x6 + 0.5656333)**2)**2)
8,0.097154826,square(square(log(x6 - -0.33375728)) + x3),0.014665433398360283,(x3 + log(x6 + 0.33375728)**2)**2,PySRFunction(X=>(x3 + log(x6 + 0.33375728)**2)**2)
10,0.095967636,square(square(log(x6 - -0.33101803)) + (x3 / 1.152258)),0.006147420360178236,(0.867861190809697*x3 + log(x6 + 0.33101803)**2)**2,PySRFunction(X=>(0.867861190809697*x3 + log(x6 + 0.33101803)**2)**2)
12,0.09568447,square(square(log(x6 - -0.2699077)) + x3) / (2.058837 - x9),0.0014775011449722339,(x3 + log(x6 + 0.2699077)**2)**2/(2.058837 - x9),PySRFunction(X=>(x3 + log(x6 + 0.2699077)**2)**2/(2.058837 - x9))
14,0.09523471,(square(x3 + (square(log(x6 - -0.3076008)) + 0.25937438)) / 1.7214789) - 0.14212641,0.0023557655757815038,0.580895879699716*(x3 + log(x6 + 0.3076008)**2 + 0.25937438)**2 - 0.14212641,PySRFunction(X=>0.580895879699716*(x3 + log(x6 + 0.3076008)**2 + 0.25937438)**2 - 0.14212641)
