complexity,loss,equation,score,sympy_format,lambda_format
1,0.13519004,B02,0.0,B02,PySRFunction(X=>B02)
2,0.13512348,tanh(B02),0.0004924652037028211,tanh(B02),PySRFunction(X=>tanh(B02))
3,0.1326852,B12 - 0.11427083,0.01820962170057562,B12 - 1*0.11427083,PySRFunction(X=>B12 - 1*0.11427083)
4,0.12988602,B12 - square(B07),0.02132210871400592,-B07**2 + B12,PySRFunction(X=>-B07**2 + B12)
5,0.12814273,(B12 / 0.59616613) - B08,0.013512575831077556,-B08 + B12/0.59616613,PySRFunction(X=>-B08 + B12/0.59616613)
6,0.12762843,square(B12 / B08) * B02,0.004021569070949434,B02*(B12**2/B08**2),PySRFunction(X=>B02*(B12**2/B08**2))
7,0.12504828,((B02 + B12) - B07) / 0.6721297,0.02042324900499828,(B02 - B07 + B12)/0.6721297,PySRFunction(X=>(B02 - B07 + B12)/0.6721297)
8,0.123991765,B02 * ((B12 + -0.1570446) / square(B07)),0.008484750621446487,B02*(B12 - 0.1570446)/(B07**2),PySRFunction(X=>B02*(B12 - 0.1570446)/(B07**2))
9,0.120702185,(B12 * (B02 / (B08 / 3.3789427))) - B08,0.026888921435702217,B02*B12/((B08/3.3789427)) - B08,PySRFunction(X=>B02*B12/((B08/3.3789427)) - B08)
10,0.118659005,(square(B12 / B08) * (B02 / 0.2952658)) - B12,0.01707235518088942,B02*(B12**2/B08**2)/0.2952658 - B12,PySRFunction(X=>B02*(B12**2/B08**2)/0.2952658 - B12)
11,0.11859894,(tanh(B02) * square((B12 / B08) / 0.54068893)) - B12,0.0005063265745070594,-B12 + (3.42062168066863*B12**2/B08**2)*tanh(B02),PySRFunction(X=>-B12 + (3.42062168066863*B12**2/B08**2)*tanh(B02))
12,0.11678455,(B02 + -0.08101742) * (B12 * square((B12 / B08) / B08)),0.015416764670848244,B12*(B12**2/B08**4)*(B02 - 0.08101742),PySRFunction(X=>B12*(B12**2/B08**4)*(B02 - 0.08101742))
13,0.11675854,tanh(B12) * (square((B12 / B08) / B08) * (B02 + -0.07988146)),0.00022274262199364173,(B12**2/B08**4)*(B02 - 0.07988146)*tanh(B12),PySRFunction(X=>(B12**2/B08**4)*(B02 - 0.07988146)*tanh(B12))
14,0.11614505,((B12 * square((B12 / B08) / B08)) - B08) * (B02 + -0.078121394),0.0052682006223801255,(B02 - 0.078121394)*(-B08 + B12*(B12**2/B08**4)),PySRFunction(X=>(B02 - 0.078121394)*(-B08 + B12*(B12**2/B08**4)))
