complexity,loss,equation,score,sympy_format,lambda_format
1,0.030733436,0.03174762,0.0,0.0317476200000000,PySRFunction(X=>0.0317476200000000)
2,0.030541787,square(B02),0.00625537094919096,B02**2,PySRFunction(X=>B02**2)
3,0.030420035,B02 * 0.22992058,0.003994374114331309,B02*0.22992058,PySRFunction(X=>B02*0.22992058)
4,0.029843315,B03 - square(B11),0.01914057573078423,B03 - B11**2,PySRFunction(X=>B03 - B11**2)
5,0.028923325,(B11 * -0.48144755) + B03,0.03131249863930963,B03 + B11*(-0.48144755),PySRFunction(X=>B03 + B11*(-0.48144755))
6,0.028856331,tanh(B03) + (B11 * -0.4708798),0.002318948732467858,B11*(-0.4708798) + tanh(B03),PySRFunction(X=>B11*(-0.4708798) + tanh(B03))
7,0.028610231,B03 * ((B03 / B11) - B11),0.008565033157377546,B03*(B03/B11 - B11),PySRFunction(X=>B03*(B03/B11 - B11))
8,0.028588606,B03 * tanh((B03 / B11) - B11),0.0007561342909934526,B03*tanh(B03/B11 - B11),PySRFunction(X=>B03*tanh(B03/B11 - B11))
9,0.027705135,((B03 + -0.09516074) / B11) - (B02 / 0.5786043),0.031390471764305414,-B02/0.5786043 + (B03 - 0.09516074)/B11,PySRFunction(X=>-B02/0.5786043 + (B03 - 0.09516074)/B11)
11,0.027683433,(((B03 * 0.9177162) + -0.08724361) / B11) - (B02 / 0.6373525),0.00039181372427874025,-B02/0.6373525 + (B03*0.9177162 - 0.08724361)/B11,PySRFunction(X=>-B02/0.6373525 + (B03*0.9177162 - 0.08724361)/B11)
12,0.02762943,((tanh(B03 / B08) * (B03 + -0.09149006)) / B11) - B02,0.001952638653274615,-B02 + (B03 - 0.09149006)*tanh(B03/B08)/B11,PySRFunction(X=>-B02 + (B03 - 0.09149006)*tanh(B03/B08)/B11)
13,0.027265755,(((B03 + -0.09467154) / B11) - (B02 / 0.57052094)) * (B03 / 0.22781692),0.01324998979845881,B03*(-B02/0.57052094 + (B03 - 0.09467154)/B11)/0.22781692,PySRFunction(X=>B03*(-B02/0.57052094 + (B03 - 0.09467154)/B11)/0.22781692)
14,0.02725592,tanh(B03) * ((((B03 + -0.094825216) / B11) - (B02 / 0.57099193)) / 0.22229227),0.00036077395298934786,(-B02/0.57099193 + (B03 - 0.094825216)/B11)*tanh(B03)/0.22229227,PySRFunction(X=>(-B02/0.57099193 + (B03 - 0.094825216)/B11)*tanh(B03)/0.22229227)
15,0.027244763,(B03 + -0.04893274) * ((((B03 + -0.094144486) / B11) - (B02 / 0.56768197)) / 0.18088128),0.000409426067407319,(B03 - 0.04893274)*(-B02/0.56768197 + (B03 - 0.094144486)/B11)/0.18088128,PySRFunction(X=>(B03 - 0.04893274)*(-B02/0.56768197 + (B03 - 0.094144486)/B11)/0.18088128)
