complexity,loss,equation,score,sympy_format,lambda_format
1,0.03728944,0.038823575,0.0,0.0388235750000000,PySRFunction(X=>0.0388235750000000)
3,0.03702541,0.007591586 / B03,0.0035528714777748674,0.007591586/B03,PySRFunction(X=>0.007591586/B03)
4,0.036974758,square(B03 + -0.38999346),0.0013689700788378349,(B03 - 0.38999346)**2,PySRFunction(X=>(B03 - 0.38999346)**2)
5,0.03651606,(0.52383184 - B11) * B12,0.012483299795801312,B12*(0.52383184 - B11),PySRFunction(X=>B12*(0.52383184 - B11))
7,0.036488064,((0.6070855 - B11) * B12) + -0.024277203,0.0003834852038273113,B12*(0.6070855 - B11) - 0.024277203,PySRFunction(X=>B12*(0.6070855 - B11) - 0.024277203)
8,0.036018495,square(B12) * ((0.4854358 - B11) / B03),0.012952636877415718,B12**2*(0.4854358 - B11)/B03,PySRFunction(X=>B12**2*(0.4854358 - B11)/B03)
9,0.03599961,(B12 + -0.15980572) * ((0.46072516 - B11) / B03),0.0005244514676651227,(0.46072516 - B11)*(B12 - 0.15980572)/B03,PySRFunction(X=>(0.46072516 - B11)*(B12 - 0.15980572)/B03)
10,0.035875842,((square(B12) * (0.54376996 - B11)) + -0.0049378555) / B03,0.0034439608764604826,(B12**2*(0.54376996 - B11) - 0.0049378555)/B03,PySRFunction(X=>(B12**2*(0.54376996 - B11) - 0.0049378555)/B03)
11,0.03570689,((((0.70550025 - B11) * B12) - 0.07552365) * 0.45133913) / B03,0.004720476824725828,(B12*(0.70550025 - B11) - 1*0.07552365)*0.45133913/B03,PySRFunction(X=>(B12*(0.70550025 - B11) - 1*0.07552365)*0.45133913/B03)
12,0.03538275,(0.48444852 - B11) * ((B8A * square(B12 / B03)) - 0.20264427),0.009119254122220343,(0.48444852 - B11)*(B8A*(B12**2/B03**2) - 1*0.20264427),PySRFunction(X=>(0.48444852 - B11)*(B8A*(B12**2/B03**2) - 1*0.20264427))
13,0.035085615,((B12 * (B8A / B03)) - B11) * ((0.49577662 - B11) / 0.22905265),0.008433195831579034,(0.49577662 - B11)*(-B11 + B12*B8A/B03)/0.22905265,PySRFunction(X=>(0.49577662 - B11)*(-B11 + B12*B8A/B03)/0.22905265)
14,0.03505636,((0.49405855 - B11) / 0.23272967) * (((B8A * B12) / tanh(B03)) - B11),0.0008341653252956685,(0.49405855 - B11)*(-B11 + B12*B8A/tanh(B03))/0.23272967,PySRFunction(X=>(0.49405855 - B11)*(-B11 + B12*B8A/tanh(B03))/0.23272967)
15,0.035033707,(((B8A * B12) / tanh(B03)) - B11) * tanh((0.47258782 - B11) / 0.15614851),0.0006463968935501621,(-B11 + B12*B8A/tanh(B03))*tanh((0.47258782 - B11)/0.15614851),PySRFunction(X=>(-B11 + B12*B8A/tanh(B03))*tanh((0.47258782 - B11)/0.15614851))
