complexity,loss,equation,score,sympy_format,lambda_format
1,0.030733436,0.03176233,0.0,0.0317623300000000,PySRFunction(X=>0.0317623300000000)
2,0.030546032,square(B02),0.006116390704804403,B02**2,PySRFunction(X=>B02**2)
3,0.030416798,B02 * 0.22973038,0.004239770154657146,B02*0.22973038,PySRFunction(X=>B02*0.22973038)
4,0.029901993,B03 - square(B11),0.017069887899733557,B03 - B11**2,PySRFunction(X=>B03 - B11**2)
5,0.02894925,B03 - (B11 * 0.48272926),0.0323808367459875,B03 - 0.48272926*B11,PySRFunction(X=>B03 - 0.48272926*B11)
6,0.028306412,-0.17256318 - (log(B11) * B03),0.022455945523971725,-B03*log(B11) - 0.17256318,PySRFunction(X=>-B03*log(B11) - 0.17256318)
8,0.028248742,(log(B11) * (B03 * -1.1799198)) - 0.2093214,0.00101971289811531,-1.1799198*B03*log(B11) - 0.2093214,PySRFunction(X=>-1.1799198*B03*log(B11) - 0.2093214)
9,0.0279855,(((0.7439051 - B11) * B03) - 0.06445181) / 0.2993423,0.009362406729439101,(B03*(0.7439051 - B11) - 1*0.06445181)/0.2993423,PySRFunction(X=>(B03*(0.7439051 - B11) - 1*0.06445181)/0.2993423)
10,0.027796105,(log(B11) * ((B03 * -1.8364738) - -0.17938498)) - B02,0.006790615931134509,-B02 + (0.17938498 - 1.8364738*B03)*log(B11),PySRFunction(X=>-B02 + (0.17938498 - 1.8364738*B03)*log(B11))
12,0.027586386,(log(B11) * ((B03 * -2.1014829) - -0.15977952)) + (-0.07762107 - B02),0.0037867564032573464,-B02 + (0.15977952 - 2.1014829*B03)*log(B11) - 0.07762107,PySRFunction(X=>-B02 + (0.15977952 - 2.1014829*B03)*log(B11) - 0.07762107)
13,0.027542388,(((B03 * -2.3147936) - -0.19519624) * log(B11)) + (0.14915478 - sqrt(B02)),0.001596190379332457,-sqrt(B02) + (0.19519624 - 2.3147936*B03)*log(B11) + 0.14915478,PySRFunction(X=>-sqrt(B02) + (0.19519624 - 2.3147936*B03)*log(B11) + 0.14915478)
15,0.027515104,(log(B11) * ((B03 * -2.5862794) - -0.23762096)) + (0.23557767 - (sqrt(B02) * 1.252763)),0.0004955547599846995,-1.252763*sqrt(B02) + (0.23762096 - 2.5862794*B03)*log(B11) + 0.23557767,PySRFunction(X=>-1.252763*sqrt(B02) + (0.23762096 - 2.5862794*B03)*log(B11) + 0.23557767)
