complexity,loss,equation,score,sympy_format,lambda_format
1,0.109857164,B02,0.0,B02,PySRFunction(X=>B02)
2,0.10864698,square(B08),0.011077102266100773,B08**2,PySRFunction(X=>B08**2)
3,0.10717829,B08 - 0.17283775,0.013610201171635753,B08 - 1*0.17283775,PySRFunction(X=>B08 - 1*0.17283775)
4,0.10716605,tanh(B08 - 0.17133415),0.00011420875413179632,tanh(B08 - 1*0.17133415),PySRFunction(X=>tanh(B08 - 1*0.17133415))
5,0.10715002,(B08 * 0.92864317) + -0.15132804,0.00014959214238945636,B08*0.92864317 - 0.15132804,PySRFunction(X=>B08*0.92864317 - 0.15132804)
6,0.10701309,square(B08 + -0.105501585) / B06,0.0012787451457804133,(B08 - 0.105501585)**2/B06,PySRFunction(X=>(B08 - 0.105501585)**2/B06)
7,0.106844634,B08 + ((0.008389495 / B02) - 0.23421802),0.001575402858405428,B08 - 1*0.23421802 + 0.008389495/B02,PySRFunction(X=>B08 - 1*0.23421802 + 0.008389495/B02)
8,0.10683923,(B08 + (B02 + 0.059843287)) - sqrt(B02),5.0579392378934396e-05,-sqrt(B02) + B02 + B08 + 0.059843287,PySRFunction(X=>-sqrt(B02) + B02 + B08 + 0.059843287)
9,0.10661249,(0.017523013 / B02) - ((0.3011135 - B08) / 0.74978495),0.0021245093296350043,-(0.3011135 - B08)/0.74978495 + 0.017523013/B02,PySRFunction(X=>-(0.3011135 - B08)/0.74978495 + 0.017523013/B02)
10,0.106417865,(B08 / tanh((B02 / B12) / B12)) + -0.19601855,0.0018272048990312165,B08/tanh(B02/(B12*B12)) - 0.19601855,PySRFunction(X=>B08/tanh(B02/(B12*B12)) - 0.19601855)
11,0.106340334,(0.069164194 - (B12 - (B08 / (0.91424173 - B12)))) - B02,0.000728818008389797,-B02 - (-B08/(0.91424173 - B12) + B12) + 0.069164194,PySRFunction(X=>-B02 - (-B08/(0.91424173 - B12) + B12) + 0.069164194)
12,0.10460935,(B08 / (tanh((B02 / B12) / B12) + -0.19880964)) - B12,0.016411713158915004,B08/(tanh(B02/(B12*B12)) - 0.19880964) - B12,PySRFunction(X=>B08/(tanh(B02/(B12*B12)) - 0.19880964) - B12)
14,0.104196444,(B08 * (0.82239294 / (tanh((B02 / B12) / B12) + -0.31776735))) - B12,0.001977466861890103,B08*0.82239294/(tanh(B02/(B12*B12)) - 0.31776735) - B12,PySRFunction(X=>B08*0.82239294/(tanh(B02/(B12*B12)) - 0.31776735) - B12)
