complexity,loss,equation,score,sympy_format,lambda_format
1,0.2178211,0.32063934,0.0,0.320639340000000,PySRFunction(X=>0.320639340000000)
3,0.20542626,0.09038804 / B05,0.029293473126127886,0.09038804/B05,PySRFunction(X=>0.09038804/B05)
5,0.20355617,0.0636948 / (B05 - 0.06792353),0.004572575485799643,0.0636948/(B05 - 1*0.06792353),PySRFunction(X=>0.0636948/(B05 - 1*0.06792353))
6,0.20175013,square(B02 + (0.107853085 / B04)),0.008912034940567791,(B02 + 0.107853085/B04)**2,PySRFunction(X=>(B02 + 0.107853085/B04)**2)
7,0.20063236,(B12 + (0.15783057 / B05)) - 0.5286796,0.005555772942040012,B12 - 1*0.5286796 + 0.15783057/B05,PySRFunction(X=>B12 - 1*0.5286796 + 0.15783057/B05)
8,0.19896157,(B12 + (0.019454286 / square(B05))) - 0.23129697,0.008362488072255793,B12 - 1*0.23129697 + 0.019454286/(B05**2),PySRFunction(X=>B12 - 1*0.23129697 + 0.019454286/(B05**2))
9,0.19725314,(((0.04323956 / B05) + -0.27501965) / B12) + 0.7406796,0.008623812013445076,0.7406796 + (-0.27501965 + 0.04323956/B05)/B12,PySRFunction(X=>0.7406796 + (-0.27501965 + 0.04323956/B05)/B12)
10,0.1972366,(tanh((0.043556806 / B05) - 0.276563) / B12) + 0.7395732,8.385515937461214e-05,0.7395732 + tanh(-1*0.276563 + 0.043556806/B05)/B12,PySRFunction(X=>0.7395732 + tanh(-1*0.276563 + 0.043556806/B05)/B12)
11,0.19603787,(((0.07566705 / B04) - 0.5449063) / (B12 + B02)) + 0.89980596,0.006096168471813626,(-1*0.5449063 + 0.07566705/B04)/(B02 + B12) + 0.89980596,PySRFunction(X=>(-1*0.5449063 + 0.07566705/B04)/(B02 + B12) + 0.89980596)
14,0.1937991,(((((log(B02) * 0.022886356) + 0.10809377) / B04) - 0.35106874) / B12) - -0.7072644,0.0038285997899070376,0.7072644 + (-0.35106874 + (0.022886356*log(B02) + 0.10809377)/B04)/B12,PySRFunction(X=>0.7072644 + (-0.35106874 + (0.022886356*log(B02) + 0.10809377)/B04)/B12)
