complexity,loss,equation,score,sympy_format,lambda_format
1,0.12991664,B02,0.0,B02,PySRFunction(X=>B02)
2,0.12979604,tanh(B02),0.000928718679952879,tanh(B02),PySRFunction(X=>tanh(B02))
3,0.12785968,B12 + -0.123085834,0.015030882731940472,B12 - 0.123085834,PySRFunction(X=>B12 - 0.123085834)
4,0.124436945,B12 - square(B07),0.0271342908539275,-B07**2 + B12,PySRFunction(X=>-B07**2 + B12)
5,0.1223641,B12 + (B02 - B08),0.01679809534057044,B02 - B08 + B12,PySRFunction(X=>B02 - B08 + B12)
6,0.12153962,B02 * square(B12 / B06),0.006760726243962433,B02*(B12**2/B06**2),PySRFunction(X=>B02*(B12**2/B06**2))
7,0.11979145,((B02 + B12) - B07) / 0.70245165,0.014487985973402293,(B02 - B07 + B12)/0.70245165,PySRFunction(X=>(B02 - B07 + B12)/0.70245165)
8,0.117993005,(B12 * 11.9955845) * (B02 - square(B07)),0.015126971138678004,B12*11.9955845*(B02 - B07**2),PySRFunction(X=>B12*11.9955845*(B02 - B07**2))
9,0.11638764,(B12 * 2.1568792) - ((B02 - B08) * -2.9402306),0.0136989989552985,B12*2.1568792 - (-2.9402306)*(B02 - B08),PySRFunction(X=>B12*2.1568792 - (-2.9402306)*(B02 - B08))
10,0.11292803,B02 * (tanh((B08 - B12) * -48.14215) - -1.5130676),0.0301756309434232,B02*(tanh((B08 - B12)*(-48.14215)) - 1*(-1.5130676)),PySRFunction(X=>B02*(tanh((B08 - B12)*(-48.14215)) - 1*(-1.5130676)))
11,0.112810366,(((B02 - square(B08)) * square(B12)) / B06) * 12.304466,0.0010424811440240694,(B02 - B08**2)*B12**2*12.304466/B06,PySRFunction(X=>(B02 - B08**2)*B12**2*12.304466/B06)
12,0.11075345,(B02 * (tanh((B08 - B12) * -46.56518) - -3.4481432)) - B08,0.018401672323203267,B02*(tanh((B08 - B12)*(-46.56518)) - 1*(-3.4481432)) - B08,PySRFunction(X=>B02*(tanh((B08 - B12)*(-46.56518)) - 1*(-3.4481432)) - B08)
13,0.11058214,(tanh(B02) * (tanh(-45.445335 * (B08 - B12)) - -3.4829338)) - B08,0.0015479664540868866,-B08 + (tanh(-45.445335*(B08 - B12)) - 1*(-3.4829338))*tanh(B02),PySRFunction(X=>-B08 + (tanh(-45.445335*(B08 - B12)) - 1*(-3.4829338))*tanh(B02))
14,0.10689892,(B02 + -0.08253834) * ((tanh((B08 - B12) * -30.328918) - -1.209799) / B07),0.033874878147444915,(B02 - 0.08253834)*(tanh((B08 - B12)*(-30.328918)) - 1*(-1.209799))/B07,PySRFunction(X=>(B02 - 0.08253834)*(tanh((B08 - B12)*(-30.328918)) - 1*(-1.209799))/B07)
