complexity,loss,equation,score,sympy_format,lambda_format
1,0.12561876,0.14738235,0.0,0.147382350000000,PySRFunction(X=>0.147382350000000)
3,0.12348855,B12 + -0.13042706,0.00855158335926094,B12 - 0.13042706,PySRFunction(X=>B12 - 0.13042706)
4,0.12000077,B12 - square(B07),0.028650279791224427,-B07**2 + B12,PySRFunction(X=>-B07**2 + B12)
5,0.117562264,B12 + (B02 - B06),0.0205300598117413,B02 - B06 + B12,PySRFunction(X=>B02 - B06 + B12)
6,0.11664112,B02 / square(B06 / B12),0.007866229207350073,B02/((B06**2/B12**2)),PySRFunction(X=>B02/((B06**2/B12**2)))
7,0.11551585,(B02 - (B07 - B12)) * 1.3684175,0.009694120425054858,(B02 - (B07 - B12))*1.3684175,PySRFunction(X=>(B02 - (B07 - B12))*1.3684175)
8,0.114098884,B02 / square((B07 / B12) - B02),0.012342274057735863,B02/((-B02 + B07/B12)**2),PySRFunction(X=>B02/((-B02 + B07/B12)**2))
9,0.11049805,((B12 * (B02 / B07)) / B08) + -0.31019795,0.032067602182971194,B02*B12/(B07*B08) - 0.31019795,PySRFunction(X=>B02*B12/(B07*B08) - 0.31019795)
10,0.1096512,((B12 * tanh(B02 / 0.27024272)) / B08) - B08,0.007693455026811057,-B08 + B12*tanh(B02/0.27024272)/B08,PySRFunction(X=>-B08 + B12*tanh(B02/0.27024272)/B08)
11,0.107661575,(((B12 / B08) - B08) * (B02 / 0.19570614)) + -0.31222618,0.018311676301842425,B02*(-B08 + B12/B08)/0.19570614 - 0.31222618,PySRFunction(X=>B02*(-B08 + B12/B08)/0.19570614 - 0.31222618)
12,0.10630994,(-0.5431155 + (B02 / 0.1465318)) * square((B12 / B08) - B08),0.012633952501434367,(-B08 + B12/B08)**2*(B02/0.1465318 - 0.5431155),PySRFunction(X=>(-B08 + B12/B08)**2*(B02/0.1465318 - 0.5431155))
14,0.10492834,square(B07 - (B12 / B08)) * (((B02 + -0.056073077) / 0.120994024) - B07),0.006540574469513651,(-B07 + (B02 - 0.056073077)/0.120994024)*(B07 - B12/B08)**2,PySRFunction(X=>(-B07 + (B02 - 0.056073077)/0.120994024)*(B07 - B12/B08)**2)
15,0.10492069,square(B07 - (B12 / B08)) * ((tanh(B02 + -0.055893354) / 0.12073074) - B07),7.290955791777292e-05,(-B07 + tanh(B02 - 0.055893354)/0.12073074)*(B07 - B12/B08)**2,PySRFunction(X=>(-B07 + tanh(B02 - 0.055893354)/0.12073074)*(B07 - B12/B08)**2)
