complexity,loss,equation,score,sympy_format,lambda_format
1,0.030733436,0.03174762,0.0,0.0317476200000000,PySRFunction(X=>0.0317476200000000)
2,0.03055115,square(B02),0.005948854335877616,B02**2,PySRFunction(X=>B02**2)
3,0.030423691,B02 * 0.22919822,0.004180713998021023,B02*0.22919822,PySRFunction(X=>B02*0.22919822)
4,0.029923514,B03 - square(B11),0.016577021384913886,B03 - B11**2,PySRFunction(X=>B03 - B11**2)
5,0.02896164,B03 + (B11 * -0.48237517),0.032672396985676325,B03 + B11*(-0.48237517),PySRFunction(X=>B03 + B11*(-0.48237517))
6,0.028892765,(B11 * -0.47175035) + tanh(B03),0.0023809779925319913,B11*(-0.47175035) + tanh(B03),PySRFunction(X=>B11*(-0.47175035) + tanh(B03))
7,0.028706891,(B03 - square(tanh(B11))) - 0.04701509,0.006454019281116467,B03 - tanh(B11)**2 - 1*0.04701509,PySRFunction(X=>B03 - tanh(B11)**2 - 1*0.04701509)
8,0.028652655,(B03 * (sqrt(B03) - B11)) * 2.4368277,0.0018910894505098147,2.4368277*B03*(sqrt(B03) - B11),PySRFunction(X=>2.4368277*B03*(sqrt(B03) - B11))
9,0.027966011,(0.65431213 / (B11 / (B03 + -0.09829914))) - B02,0.024256229070857758,-B02 + 0.65431213/((B11/(B03 - 0.09829914))),PySRFunction(X=>-B02 + 0.65431213/((B11/(B03 - 0.09829914))))
11,0.027732426,((0.58230084 / (B11 / (B03 + -0.0946469))) - B02) * 1.5608675,0.00419376883781855,(-B02 + 0.58230084/((B11/(B03 - 0.0946469))))*1.5608675,PySRFunction(X=>(-B02 + 0.58230084/((B11/(B03 - 0.0946469))))*1.5608675)
13,0.027635425,((0.5898524 / (B11 / (B03 + -0.09531294))) - B02) * (B03 + 1.3219321),0.0017519390312149006,(-B02 + 0.5898524/((B11/(B03 - 0.09531294))))*(B03 + 1.3219321),PySRFunction(X=>(-B02 + 0.5898524/((B11/(B03 - 0.09531294))))*(B03 + 1.3219321))
14,0.027507937,((0.5785427 / (B11 / (B03 + -0.09469777))) - B02) * square(B03 + 1.0488389),0.004623883003149729,(-B02 + 0.5785427/((B11/(B03 - 0.09469777))))*(B03 + 1.0488389)**2,PySRFunction(X=>(-B02 + 0.5785427/((B11/(B03 - 0.09469777))))*(B03 + 1.0488389)**2)
