complexity,loss,equation,score,sympy_format,lambda_format
1,0.026812654,0.02757749,0.0,0.0275774900000000,PySRFunction(X=>0.0275774900000000)
3,0.026595889,0.005718048 / B03,0.004058642644959747,0.005718048/B03,PySRFunction(X=>0.005718048/B03)
4,0.026519107,square(0.030530633 / B03),0.0028911629206909394,0.000932119551380689/B03**2,PySRFunction(X=>0.000932119551380689/B03**2)
5,0.0264674,(0.4904037 - B11) * B12,0.0019517050411841954,B12*(0.4904037 - B11),PySRFunction(X=>B12*(0.4904037 - B11))
6,0.026210409,square(B12 / B03) * 0.016535647,0.009757165065109184,(B12**2/B03**2)*0.016535647,PySRFunction(X=>(B12**2/B03**2)*0.016535647)
7,0.02590429,0.0036212336 / (B03 - (B12 * 0.2909305)),0.011748029889756165,0.0036212336/(B03 - 0.2909305*B12),PySRFunction(X=>0.0036212336/(B03 - 0.2909305*B12))
8,0.025679173,square((B12 / B03) / B03) * 0.0004423795,0.008728317801470306,(B12**2/B03**4)*0.0004423795,PySRFunction(X=>(B12**2/B03**4)*0.0004423795)
9,0.025616681,0.003444768 / (((B03 * B03) / B12) + -0.030287763),0.0024365334054610795,0.003444768/(B03*B03/B12 - 0.030287763),PySRFunction(X=>0.003444768/(B03*B03/B12 - 0.030287763))
10,0.025040422,(0.45361573 - B11) * square((B12 - B03) / B03),0.022752341722862873,((-B03 + B12)**2/B03**2)*(0.45361573 - B11),PySRFunction(X=>((-B03 + B12)**2/B03**2)*(0.45361573 - B11))
11,0.025035072,square((B12 - B03) / B03) * tanh(0.4543886 - B11),0.00021367737362141214,((-B03 + B12)**2/B03**2)*tanh(0.4543886 - B11),PySRFunction(X=>((-B03 + B12)**2/B03**2)*tanh(0.4543886 - B11))
12,0.025013145,(square((B03 - B12) / B03) * (0.4454323 - B11)) - -0.0063204127,0.0008762350675924706,((B03 - B12)**2/B03**2)*(0.4454323 - B11) - 1*(-0.0063204127),PySRFunction(X=>((B03 - B12)**2/B03**2)*(0.4454323 - B11) - 1*(-0.0063204127))
13,0.025007494,(tanh(0.4460739 - B11) * square((B03 - B12) / B03)) - -0.006348583,0.00022594673466842625,((B03 - B12)**2/B03**2)*tanh(0.4460739 - B11) - 1*(-0.006348583),PySRFunction(X=>((B03 - B12)**2/B03**2)*tanh(0.4460739 - B11) - 1*(-0.006348583))
14,0.024941696,(B12 * ((0.4521378 - B11) * square((B12 - B03) / B03))) / 0.272245,0.0026345988016729365,B12*((-B03 + B12)**2/B03**2)*(0.4521378 - B11)/0.272245,PySRFunction(X=>B12*((-B03 + B12)**2/B03**2)*(0.4521378 - B11)/0.272245)
15,0.02489431,(0.4416956 - tanh(B11)) * (square((B03 - B12) / B03) - (0.2326464 - B8A)),0.0019016778463536808,(0.4416956 - tanh(B11))*(-(0.2326464 - B8A) + (B03 - B12)**2/B03**2),PySRFunction(X=>(0.4416956 - tanh(B11))*(-(0.2326464 - B8A) + (B03 - B12)**2/B03**2))
