complexity,loss,equation,score,sympy_format,lambda_format
1,0.21430807,0.31104967,0.0,0.311049670000000,PySRFunction(X=>0.311049670000000)
3,0.20096783,0.08884253 / B05,0.03213485688075142,0.08884253/B05,PySRFunction(X=>0.08884253/B05)
4,0.2007592,square(-0.13389108 / B04),0.001038665577251649,0.0179268213035664/B04**2,PySRFunction(X=>0.0179268213035664/B04**2)
5,0.19871353,0.057247378 / (B04 - 0.067016914),0.010241940079764391,0.057247378/(B04 - 1*0.067016914),PySRFunction(X=>0.057247378/(B04 - 1*0.067016914))
6,0.19761133,square((0.10684447 / B04) + B02),0.005562118114803515,(B02 + 0.10684447/B04)**2,PySRFunction(X=>(B02 + 0.10684447/B04)**2)
7,0.19554777,(0.016892567 / square(B05)) + square(B12),0.010497424323244556,B12**2 + 0.016892567/(B05**2),PySRFunction(X=>B12**2 + 0.016892567/(B05**2))
8,0.1942869,(0.020269563 / square(B05)) + (B12 - 0.24817018),0.006468764806101445,B12 - 1*0.24817018 + 0.020269563/(B05**2),PySRFunction(X=>B12 - 1*0.24817018 + 0.020269563/(B05**2))
9,0.19428246,((0.02030318 / tanh(square(B05))) + B12) - 0.24928004,2.2853062836580587e-05,B12 - 1*0.24928004 + 0.02030318/tanh(B05**2),PySRFunction(X=>B12 - 1*0.24928004 + 0.02030318/tanh(B05**2))
10,0.19304378,(0.029009616 / square(B05)) + (B12 - (0.05024786 / B02)),0.006396076975539257,B12 + 0.029009616/(B05**2) - 0.05024786/B02,PySRFunction(X=>B12 + 0.029009616/(B05**2) - 0.05024786/B02)
11,0.19288526,((0.028550195 / square(B05)) + tanh(B12)) - (0.04844385 / B02),0.0008214982159149906,tanh(B12) + 0.028550195/(B05**2) - 0.04844385/B02,PySRFunction(X=>tanh(B12) + 0.028550195/(B05**2) - 0.04844385/B02)
12,0.19258037,(B12 * 0.80676854) + ((0.026962413 / square(B05)) - (0.039618798 / B02)),0.001581931253286773,B12*0.80676854 + 0.026962413/(B05**2) - 0.039618798/B02,PySRFunction(X=>B12*0.80676854 + 0.026962413/(B05**2) - 0.039618798/B02)
13,0.19231421,tanh(B12) + ((0.026842304 / square(B05)) - ((0.03368109 / B02) - -0.08910126)),0.0013830282693258972,-(-1*(-0.08910126) + 0.03368109/B02) + tanh(B12) + 0.026842304/(B05**2),PySRFunction(X=>-(-1*(-0.08910126) + 0.03368109/B02) + tanh(B12) + 0.026842304/(B05**2))
14,0.19116035,(((0.021462483 / square(B04)) + B12) * 1.2535062) + (-0.1526016 - (0.042970277 / B02)),0.006017940185181014,(B12 + 0.021462483/(B04**2))*1.2535062 - 0.1526016 - 0.042970277/B02,PySRFunction(X=>(B12 + 0.021462483/(B04**2))*1.2535062 - 0.1526016 - 0.042970277/B02)
15,0.19112392,((B12 + square(0.14827655 / B04)) * 1.215281) + (-0.14094129 - (0.042798962 / tanh(B02))),0.00019059115411822523,(B12 + 0.0219859352799025/B04**2)*1.215281 - 0.14094129 - 0.042798962/tanh(B02),PySRFunction(X=>(B12 + 0.0219859352799025/B04**2)*1.215281 - 0.14094129 - 0.042798962/tanh(B02))
