complexity,loss,equation,score,sympy_format,lambda_format
1,0.13160396,B03,0.0,B03,PySRFunction(X=>B03)
2,0.13151844,tanh(B03),0.0006500397002413885,tanh(B03),PySRFunction(X=>tanh(B03))
3,0.12936637,B04 - 0.11419979,0.016498613442929584,B04 - 1*0.11419979,PySRFunction(X=>B04 - 1*0.11419979)
4,0.12753338,square(B03) / B12,0.014270322225342448,B03**2/B12,PySRFunction(X=>B03**2/B12)
5,0.12745985,square(B03) / tanh(B12),0.0005767212097203154,B03**2/tanh(B12),PySRFunction(X=>B03**2/tanh(B12))
6,0.12739226,square(B03) / (B12 - 0.017112378),0.0005304252853525052,B03**2/(B12 - 1*0.017112378),PySRFunction(X=>B03**2/(B12 - 1*0.017112378))
7,0.12727194,B04 / square(B12 / tanh(B03)),0.0009449306887481797,B04/((B12**2/tanh(B03)**2)),PySRFunction(X=>B04/((B12**2/tanh(B03)**2)))
8,0.1266645,square(B03 / (B12 / B03)) / B02,0.004784198428694837,(B03**4/B12**2)/B02,PySRFunction(X=>(B03**4/B12**2)/B02)
9,0.12539665,(B03 - 0.23919149) + ((B03 - B02) / B12),0.010059945314442587,B03 - 1*0.23919149 + (-B02 + B03)/B12,PySRFunction(X=>B03 - 1*0.23919149 + (-B02 + B03)/B12)
10,0.12484926,((B03 - B02) * square(B03 / B12)) / 0.2116443,0.004374823732742874,(B03**2/B12**2)*(-B02 + B03)/0.2116443,PySRFunction(X=>(B03**2/B12**2)*(-B02 + B03)/0.2116443)
11,0.12475445,square(tanh(B03) / B12) * ((B03 - B02) / 0.20082612),0.0007596842575755834,(tanh(B03)**2/B12**2)*(-B02 + B03)/0.20082612,PySRFunction(X=>(tanh(B03)**2/B12**2)*(-B02 + B03)/0.20082612)
12,0.12459143,((B03 - B02) * (square(B03 / B12) + 0.16684099)) / 0.25578657,0.0013075814465209278,(-B02 + B03)*(B03**2/B12**2 + 0.16684099)/0.25578657,PySRFunction(X=>(-B02 + B03)*(B03**2/B12**2 + 0.16684099)/0.25578657)
13,0.12417412,((B03 + (((B03 - B02) / B12) - 0.20297639)) * B03) / B12,0.0033550496959822034,B03*(B03 - 1*0.20297639 + (-B02 + B03)/B12)/B12,PySRFunction(X=>B03*(B03 - 1*0.20297639 + (-B02 + B03)/B12)/B12)
14,0.12329014,B12 + ((((B03 * (B03 - B02)) / square(B12)) - 0.22556752) / 0.64079094),0.007144334781679789,B12 + (B03*(-B02 + B03)/(B12**2) - 1*0.22556752)/0.64079094,PySRFunction(X=>B12 + (B03*(-B02 + B03)/(B12**2) - 1*0.22556752)/0.64079094)
15,0.12321267,square(B12) + (((square(B03 / B12) * (B03 - B02)) / B12) - 0.041651342),0.0006285526931767344,B12**2 - 1*0.041651342 + (B03**2/B12**2)*(-B02 + B03)/B12,PySRFunction(X=>B12**2 - 1*0.041651342 + (B03**2/B12**2)*(-B02 + B03)/B12)
