complexity,loss,equation,score,sympy_format,lambda_format
1,0.21712877,B06,0.0,B06,PySRFunction(X=>B06)
2,0.21704328,tanh(B06),0.00039380702237661833,tanh(B06),PySRFunction(X=>tanh(B06))
3,0.21558091,0.47128054 - B02,0.006760489142789976,0.47128054 - B02,PySRFunction(X=>0.47128054 - B02)
4,0.20987669,sqrt(B05 - B02),0.02681612373793371,sqrt(-B02 + B05),PySRFunction(X=>sqrt(-B02 + B05))
5,0.20182587,square(B06 * log(B02)),0.039114871840466,B06**2*log(B02)**2,PySRFunction(X=>B06**2*log(B02)**2)
6,0.18798354,square((B05 - B02) / B12),0.07105089013151306,(-B02 + B05)**2/B12**2,PySRFunction(X=>(-B02 + B05)**2/B12**2)
7,0.18522264,(B05 - (B02 * 1.3705139)) / B12,0.01479584484453444,(-1.3705139*B02 + B05)/B12,PySRFunction(X=>(-1.3705139*B02 + B05)/B12)
8,0.18512392,(B05 - tanh(B02 * 1.3978963)) / B12,0.0005331222859916725,(B05 - tanh(B02*1.3978963))/B12,PySRFunction(X=>(B05 - tanh(B02*1.3978963))/B12)
9,0.18440753,(((B05 - B02) + -0.01519263) / B12) - B02,0.0038772932451699156,-B02 + (-B02 + B05 - 0.01519263)/B12,PySRFunction(X=>-B02 + (-B02 + B05 - 0.01519263)/B12)
10,0.18415281,((B05 - (B02 * 1.2350132)) / B12) - square(B12),0.0013822433556230206,-B12**2 + (-1.2350132*B02 + B05)/B12,PySRFunction(X=>-B12**2 + (-1.2350132*B02 + B05)/B12)
11,0.18309037,(((B05 - B02) * 1.9260751) / (B12 + B02)) - 0.34019133,0.005786045987609225,(-B02 + B05)*1.9260751/(B02 + B12) - 1*0.34019133,PySRFunction(X=>(-B02 + B05)*1.9260751/(B02 + B12) - 1*0.34019133)
12,0.18271972,(tanh((B05 - B02) * 2.1353104) / (B12 + B02)) - 0.38499975,0.00202646201935544,-1*0.38499975 + tanh((-B02 + B05)*2.1353104)/(B02 + B12),PySRFunction(X=>-1*0.38499975 + tanh((-B02 + B05)*2.1353104)/(B02 + B12))
13,0.18268433,(tanh((B05 - B02) * 2.1373665) / (B12 + tanh(B02))) - 0.38769734,0.00019370338183523236,-1*0.38769734 + tanh((-B02 + B05)*2.1373665)/(B12 + tanh(B02)),PySRFunction(X=>-1*0.38769734 + tanh((-B02 + B05)*2.1373665)/(B12 + tanh(B02)))
14,0.18261933,(tanh((B05 - B02) * 2.9386716) * (0.77579993 / (B12 + B02))) - 0.40966377,0.00035586832437420514,-1*0.40966377 + tanh((-B02 + B05)*2.9386716)*0.77579993/(B02 + B12),PySRFunction(X=>-1*0.40966377 + tanh((-B02 + B05)*2.9386716)*0.77579993/(B02 + B12))
15,0.18256326,((tanh((B05 - B02) * 3.0064578) / (B12 + tanh(B02))) * 0.7638692) - 0.41492438,0.000307079263776475,-1*0.41492438 + tanh((-B02 + B05)*3.0064578)*0.7638692/(B12 + tanh(B02)),PySRFunction(X=>-1*0.41492438 + tanh((-B02 + B05)*3.0064578)*0.7638692/(B12 + tanh(B02)))
