complexity,loss,equation,score,sympy_format,lambda_format
1,0.2165743,B06,0.0,B06,PySRFunction(X=>B06)
2,0.21655841,tanh(B06),7.337243131380332e-05,tanh(B06),PySRFunction(X=>tanh(B06))
3,0.21572897,0.47118407 - B02,0.0038374519185059197,0.47118407 - B02,PySRFunction(X=>0.47118407 - B02)
4,0.20957565,sqrt(B05 - B02),0.028938079250405504,sqrt(-B02 + B05),PySRFunction(X=>sqrt(-B02 + B05))
5,0.20275643,(B05 / B02) * 0.16744438,0.033079365608020495,B05*0.16744438/B02,PySRFunction(X=>B05*0.16744438/B02)
6,0.19251908,log(B05 * (0.6927856 / B02)),0.051810140726859445,log(0.6927856*B05/B02),PySRFunction(X=>log(0.6927856*B05/B02))
7,0.18627572,((B06 - B02) / B12) + -0.24180946,0.03296732401389476,-0.24180946 + (-B02 + B06)/B12,PySRFunction(X=>-0.24180946 + (-B02 + B06)/B12)
9,0.18533295,(((B05 / 1.4118056) - B02) / B12) * 1.5241302,0.0025370022251487378,(-B02 + B05/1.4118056)*1.5241302/B12,PySRFunction(X=>(-B02 + B05/1.4118056)*1.5241302/B12)
10,0.18490808,tanh(square(log(B05 / B02))) - (B12 - B02),0.0022951004997999376,B02 - B12 + tanh(log(B05/B02)**2),PySRFunction(X=>B02 - B12 + tanh(log(B05/B02)**2))
11,0.18407302,((((B05 / 1.2165108) - B02) / B12) - 0.1233663) * 1.4992602,0.004526310023409198,(-1*0.1233663 + (-B02 + B05/1.2165108)/B12)*1.4992602,PySRFunction(X=>(-1*0.1233663 + (-B02 + B05/1.2165108)/B12)*1.4992602)
12,0.18272808,(tanh(square(log(B02 / B05))) - (B12 * 1.5035443)) + B05,0.007333380556361191,B05 - 1.5035443*B12 + tanh(log(B02/B05)**2),PySRFunction(X=>B05 - 1.5035443*B12 + tanh(log(B02/B05)**2))
14,0.18145888,(B05 + tanh(square(log(B05 / B02)))) + (B02 - (B12 + B12)),0.003485037296079111,B02 + B05 - 2*B12 + tanh(log(B05/B02)**2),PySRFunction(X=>B02 + B05 - 2*B12 + tanh(log(B05/B02)**2))
15,0.18140736,((tanh(B05) + tanh(square(log(B05 / B02)))) + B02) - (B12 + B12),0.00028396138668720456,B02 - 2*B12 + tanh(B05) + tanh(log(B05/B02)**2),PySRFunction(X=>B02 - 2*B12 + tanh(B05) + tanh(log(B05/B02)**2))
