complexity,loss,equation,score,sympy_format,lambda_format
1,0.038101956,0.039675444,0.0,0.0396754440000000,PySRFunction(X=>0.0396754440000000)
2,0.037880547,square(B03),0.005827910846026518,B03**2,PySRFunction(X=>B03**2)
3,0.037672907,B02 / 3.5782442,0.005496519663107541,B02/3.5782442,PySRFunction(X=>B02/3.5782442)
4,0.0358619,B03 - square(B11),0.049265738289035,B03 - B11**2,PySRFunction(X=>B03 - B11**2)
5,0.035645325,B03 - (B11 * 0.46930695),0.0060574483830422785,B03 - 0.46930695*B11,PySRFunction(X=>B03 - 0.46930695*B11)
6,0.035222266,B03 - (square(B11) + 0.025279058),0.011939562773844158,B03 - (B11**2 + 0.025279058),PySRFunction(X=>B03 - (B11**2 + 0.025279058))
7,0.034864772,(sqrt(B03) + -0.26855907) - square(B11),0.010201518300442459,sqrt(B03) - B11**2 - 0.26855907,PySRFunction(X=>sqrt(B03) - B11**2 - 0.26855907)
8,0.034440387,((log(B11) * B03) * -1.4295554) + -0.25403643,0.01224700471186043,-1.4295554*B03*log(B11) - 0.25403643,PySRFunction(X=>-1.4295554*B03*log(B11) - 0.25403643)
9,0.034047212,(-0.06362333 - (B03 * (B11 + -0.7395064))) * 4.0306234,0.01148176677582925,(-B03*(B11 - 0.7395064) - 0.06362333)*4.0306234,PySRFunction(X=>(-B03*(B11 - 0.7395064) - 0.06362333)*4.0306234)
10,0.034046642,((B03 * tanh(0.72177345 - B11)) + -0.056963094) * 4.37263,1.6741599029200224e-05,(B03*tanh(0.72177345 - B11) - 0.056963094)*4.37263,PySRFunction(X=>(B03*tanh(0.72177345 - B11) - 0.056963094)*4.37263)
11,0.03367945,(((B03 * (0.9147386 - B11)) * 4.3589964) + -0.28608716) - B02,0.010843548980819092,-B02 + B03*(0.9147386 - B11)*4.3589964 - 0.28608716,PySRFunction(X=>-B02 + B03*(0.9147386 - B11)*4.3589964 - 0.28608716)
12,0.033667732,(((B03 * (0.8159402 - tanh(B11))) + -0.05623132) * 5.1417346) - B02,0.0003479878376574699,-B02 + (B03*(0.8159402 - tanh(B11)) - 0.05623132)*5.1417346,PySRFunction(X=>-B02 + (B03*(0.8159402 - tanh(B11)) - 0.05623132)*5.1417346)
13,0.03355444,(B02 + ((((B11 + -1.0642865) * B03) * 2.3578908) - -0.15898903)) * -1.9673105,0.0033706767839499327,(B02 + (B11 - 1.0642865)*B03*2.3578908 - 1*(-0.15898903))*(-1.9673105),PySRFunction(X=>(B02 + (B11 - 1.0642865)*B03*2.3578908 - 1*(-0.15898903))*(-1.9673105))
14,0.033396527,((((B03 * (1.0439003 - B11)) * 2.6231148) + -0.18315804) - B02) / sqrt(B11),0.0047172819126892526,(-B02 + 2.6231148*B03*(1.0439003 - B11) - 0.18315804)/sqrt(B11),PySRFunction(X=>(-B02 + 2.6231148*B03*(1.0439003 - B11) - 0.18315804)/sqrt(B11))
