complexity,loss,equation,score,sympy_format,lambda_format
1,0.2178211,0.32063934,0.0,0.320639340000000,PySRFunction(X=>0.320639340000000)
3,0.20513256,0.09017292 / B05,0.03000883968456711,0.09017292/B05,PySRFunction(X=>0.09017292/B05)
5,0.20345037,0.06571906 / (B05 + -0.062159963),0.004117155616136201,0.06571906/(B05 - 0.062159963),PySRFunction(X=>0.06571906/(B05 - 0.062159963))
6,0.20170294,square((0.10740673 / B04) + B02),0.008626072117641699,(B02 + 0.10740673/B04)**2,PySRFunction(X=>(B02 + 0.10740673/B04)**2)
7,0.20019774,(B12 + -0.5270269) + (0.15712623 / B05),0.0074904428509456064,B12 - 0.5270269 + 0.15712623/B05,PySRFunction(X=>B12 - 0.5270269 + 0.15712623/B05)
8,0.19872335,(B12 + (0.019083954 / square(B05))) - 0.22740583,0.0073919216125931065,B12 - 1*0.22740583 + 0.019083954/(B05**2),PySRFunction(X=>B12 - 1*0.22740583 + 0.019083954/(B05**2))
9,0.19832313,((B02 + -0.81235164) + B12) + (0.18138146 / B04),0.002015986317510541,B02 + B12 - 0.81235164 + 0.18138146/B04,PySRFunction(X=>B02 + B12 - 0.81235164 + 0.18138146/B04)
10,0.19806527,(B12 + ((0.2028925 / B05) + -1.0768352)) + sqrt(B02),0.001301047338286454,sqrt(B02) + B12 - 1.0768352 + 0.2028925/B05,PySRFunction(X=>sqrt(B02) + B12 - 1.0768352 + 0.2028925/B05)
11,0.1976682,B06 + ((B02 + B12) + ((0.24948768 / B04) + -1.3816208)),0.002006755371246681,B02 + B06 + B12 - 1.3816208 + 0.24948768/B04,PySRFunction(X=>B02 + B06 + B12 - 1.3816208 + 0.24948768/B04)
12,0.19705826,((0.26066804 / B05) + -1.1078897) + tanh((B12 * B06) * 6.303169),0.0030904464091621666,tanh(B12*B06*6.303169) - 1.1078897 + 0.26066804/B05,PySRFunction(X=>tanh(B12*B06*6.303169) - 1.1078897 + 0.26066804/B05)
14,0.19584113,(tanh((B06 * B12) * 7.264952) + -1.7165573) + ((B02 + 0.24579541) / B04),0.003097825866829966,tanh(B06*B12*7.264952) - 1.7165573 + (B02 + 0.24579541)/B04,PySRFunction(X=>tanh(B06*B12*7.264952) - 1.7165573 + (B02 + 0.24579541)/B04)
15,0.19500971,(tanh((B06 * 6.928547) * B12) + -1.6178648) + (tanh(B02 + 0.24354224) / B04),0.0042544171278363924,tanh(B06*6.928547*B12) - 1.6178648 + tanh(B02 + 0.24354224)/B04,PySRFunction(X=>tanh(B06*6.928547*B12) - 1.6178648 + tanh(B02 + 0.24354224)/B04)
