complexity,loss,equation,score,sympy_format,lambda_format
1,0.03654945,0.037979335,0.0,0.0379793350000000,PySRFunction(X=>0.0379793350000000)
3,0.03628886,0.007448428 / B03,0.003577665541977159,0.007448428/B03,PySRFunction(X=>0.007448428/B03)
4,0.036236815,square(0.3877327 - B03),0.0014352161199111882,(0.3877327 - B03)**2,PySRFunction(X=>(0.3877327 - B03)**2)
5,0.035813693,B12 * (0.51892805 - B11),0.011745284688046488,B12*(0.51892805 - B11),PySRFunction(X=>B12*(0.51892805 - B11))
7,0.0357166,square(B11 - sqrt(B12)) / 0.7182533,0.0013573698017670442,1.39226648871645*(B11 - sqrt(B12))**2,PySRFunction(X=>1.39226648871645*(B11 - sqrt(B12))**2)
8,0.035351265,square(B12) * ((0.48083276 - B11) / B03),0.010281389998118102,B12**2*(0.48083276 - B11)/B03,PySRFunction(X=>B12**2*(0.48083276 - B11)/B03)
9,0.03531523,(B12 / B03) * square(B11 - sqrt(B12)),0.0010198610564562155,B12*(B11 - sqrt(B12))**2/B03,PySRFunction(X=>B12*(B11 - sqrt(B12))**2/B03)
10,0.03529132,(B12 / B03) * square(B11 - sqrt(tanh(B12))),0.0006772743014341774,B12*(B11 - sqrt(tanh(B12)))**2/B03,PySRFunction(X=>B12*(B11 - sqrt(tanh(B12)))**2/B03)
11,0.034956507,square(B11 - tanh(sqrt(B12))) * square(B12 / B03),0.009532409743558734,B12**2*(B11 - tanh(sqrt(B12)))**2/B03**2,PySRFunction(X=>B12**2*(B11 - tanh(sqrt(B12)))**2/B03**2)
12,0.034677804,(square(B12 / B03) * square(sqrt(B8A) - B11)) + -0.030204626,0.008004803499813301,-0.030204626 + B12**2*(-B11 + sqrt(B8A))**2/B03**2,PySRFunction(X=>-0.030204626 + B12**2*(-B11 + sqrt(B8A))**2/B03**2)
13,0.034658123,(square(B12 / B03) * square(sqrt(B8A) - tanh(B11))) + -0.04170208,0.0005676999322032128,-0.04170208 + B12**2*(sqrt(B8A) - tanh(B11))**2/B03**2,PySRFunction(X=>-0.04170208 + B12**2*(sqrt(B8A) - tanh(B11))**2/B03**2)
14,0.03455758,(square(sqrt(B8A) - B11) * square(B12 + (B12 / B03))) + -0.05773333,0.0029052098399485853,(-B11 + sqrt(B8A))**2*(B12 + B12/B03)**2 - 0.05773333,PySRFunction(X=>(-B11 + sqrt(B8A))**2*(B12 + B12/B03)**2 - 0.05773333)
15,0.034545902,(square((B12 / B03) + B12) * square(tanh(B11 - sqrt(B8A)))) + -0.055136565,0.0003379858662161944,(B12 + B12/B03)**2*tanh(B11 - sqrt(B8A))**2 - 0.055136565,PySRFunction(X=>(B12 + B12/B03)**2*tanh(B11 - sqrt(B8A))**2 - 0.055136565)
