complexity,loss,equation,score,sympy_format,lambda_format
1,0.10560384,B02,0.0,B02,PySRFunction(X=>B02)
2,0.10400169,square(B05),0.015287585238040944,B05**2,PySRFunction(X=>B05**2)
3,0.10297438,B04 - B02,0.009926929584177988,-B02 + B04,PySRFunction(X=>-B02 + B04)
4,0.1028712,B04 - tanh(B02),0.001002499141748555,B04 - tanh(B02),PySRFunction(X=>B04 - tanh(B02))
5,0.10111346,square(log(B12) * B04),0.017234467609339266,B04**2*log(B12)**2,PySRFunction(X=>B04**2*log(B12)**2)
6,0.100737005,square(log(tanh(B12 / B05))),0.0037300427965323802,log(tanh(B12/B05))**2,PySRFunction(X=>log(tanh(B12/B05))**2)
7,0.100446634,(B03 - (B02 - -0.01925378)) / B12,0.002886628386608718,(B03 - (B02 - 1*(-0.01925378)))/B12,PySRFunction(X=>(B03 - (B02 - 1*(-0.01925378)))/B12)
8,0.09962119,(B03 - B02) * (B03 / square(B12)),0.00825168852465283,B03*(-B02 + B03)/(B12**2),PySRFunction(X=>B03*(-B02 + B03)/(B12**2))
9,0.09959995,(B03 - B02) * (tanh(B03) / square(B12)),0.00021323038388869472,(-B02 + B03)*tanh(B03)/(B12**2),PySRFunction(X=>(-B02 + B03)*tanh(B03)/(B12**2))
10,0.0976204,((B03 - B02) * square(B03 / B12)) / B12,0.02007517461078812,(B03**2/B12**2)*(-B02 + B03)/B12,PySRFunction(X=>(B03**2/B12**2)*(-B02 + B03)/B12)
11,0.09755923,square(B03 / B12) * ((B03 - tanh(B02)) / B12),0.0006268072339592347,(B03**2/B12**2)*(B03 - tanh(B02))/B12,PySRFunction(X=>(B03**2/B12**2)*(B03 - tanh(B02))/B12)
12,0.09754215,((B03 - (B02 + 0.0032757595)) * square(B03 / B12)) / B12,0.0001750884595858901,(B03**2/B12**2)*(B03 - (B02 + 0.0032757595))/B12,PySRFunction(X=>(B03**2/B12**2)*(B03 - (B02 + 0.0032757595))/B12)
13,0.09735826,(square(B03 / B12) / B12) * (B03 - tanh(B02 + 0.0054057883)),0.0018870155744331659,(B03**2/B12**2)*(B03 - tanh(B02 + 0.0054057883))/B12,PySRFunction(X=>(B03**2/B12**2)*(B03 - tanh(B02 + 0.0054057883))/B12)
14,0.09712764,((B03 - B02) - 0.015338946) * (square(B03 / (B12 + -0.030366408)) / B12),0.0023715869180445165,(B03**2/(B12 - 0.030366408)**2)*(-B02 + B03 - 1*0.015338946)/B12,PySRFunction(X=>(B03**2/(B12 - 0.030366408)**2)*(-B02 + B03 - 1*0.015338946)/B12)
15,0.09694515,(B03 - tanh(B02 - -0.01752713)) * ((square(B03 / B12) + 0.2576986) / B12),0.0018806351347420913,(B03 - tanh(B02 - 1*(-0.01752713)))*(B03**2/B12**2 + 0.2576986)/B12,PySRFunction(X=>(B03 - tanh(B02 - 1*(-0.01752713)))*(B03**2/B12**2 + 0.2576986)/B12)
