complexity,loss,equation,score,sympy_format,lambda_format
1,0.21667528,B06,0.0,B06,PySRFunction(X=>B06)
2,0.21665467,tanh(B06),9.512381969235587e-05,tanh(B06),PySRFunction(X=>tanh(B06))
3,0.21588153,0.47127303 - B02,0.0035749184618380702,0.47127303 - B02,PySRFunction(X=>0.47127303 - B02)
4,0.20949422,sqrt(B05 - B02),0.03003363551324482,sqrt(-B02 + B05),PySRFunction(X=>sqrt(-B02 + B05))
5,0.19828235,0.8317015 - (B02 / B05),0.05500412447408051,0.8317015 - B02/B05,PySRFunction(X=>0.8317015 - B02/B05)
6,0.18881193,square((B05 - B02) / B12),0.048940584734298666,(-B02 + B05)**2/B12**2,PySRFunction(X=>(-B02 + B05)**2/B12**2)
7,0.18602799,((B06 - B02) / B12) + -0.2405239,0.014854294011802318,-0.2405239 + (-B02 + B06)/B12,PySRFunction(X=>-0.2405239 + (-B02 + B06)/B12)
9,0.18509503,(((B06 - B02) + -0.023469405) / B12) - B02,0.002513888697397013,-B02 + (-B02 + B06 - 0.023469405)/B12,PySRFunction(X=>-B02 + (-B02 + B06 - 0.023469405)/B12)
10,0.1848858,((tanh(-0.025223114 - B02) + B06) / B12) - B02,0.001131031693206894,-B02 + (B06 + tanh(-B02 - 0.025223114))/B12,PySRFunction(X=>-B02 + (B06 + tanh(-B02 - 0.025223114))/B12)
11,0.18377917,(B05 - (B12 + ((B02 / B05) + -0.6770577))) / 0.57419145,0.0060034633815184354,(B05 - (B02/B05 + B12 - 0.6770577))/0.57419145,PySRFunction(X=>(B05 - (B02/B05 + B12 - 0.6770577))/0.57419145)
12,0.18319564,(B06 - (B12 + ((B02 / B05) + -0.6737583))) / sqrt(B11),0.0031802209628992097,(-B02/B05 + B06 - B12 + 0.6737583)/sqrt(B11),PySRFunction(X=>(-B02/B05 + B06 - B12 + 0.6737583)/sqrt(B11))
13,0.18272133,(B05 - ((B12 + (B02 / B05)) + -0.6801477)) / (B12 - -0.3168515),0.0025924474923617468,(B05 - (B02/B05 + B12 - 0.6801477))/(B12 - 1*(-0.3168515)),PySRFunction(X=>(B05 - (B02/B05 + B12 - 0.6801477))/(B12 - 1*(-0.3168515)))
14,0.18252611,(B05 - ((B12 + ((B02 + 0.013829101) / B05)) + -0.7365475)) / sqrt(B11),0.0010689740554508172,(B05 - B12 + 0.7365475 - (B02 + 0.013829101)/B05)/sqrt(B11),PySRFunction(X=>(B05 - B12 + 0.7365475 - (B02 + 0.013829101)/B05)/sqrt(B11))
15,0.18211517,square(B05) - (((B12 + ((B02 + 0.05061878) / B05)) + -1.1066678) / sqrt(B11)),0.0022539421426632017,B05**2 - (B12 - 1.1066678 + (B02 + 0.05061878)/B05)/sqrt(B11),PySRFunction(X=>B05**2 - (B12 - 1.1066678 + (B02 + 0.05061878)/B05)/sqrt(B11))
