complexity,loss,equation,score,sympy_format,lambda_format
1,0.030733436,0.031762403,0.0,0.0317624030000000,PySRFunction(X=>0.0317624030000000)
2,0.03055363,square(B02),0.005867682290045458,B02**2,PySRFunction(X=>B02**2)
3,0.030428756,B02 * 0.22894865,0.004095417799389695,B02*0.22894865,PySRFunction(X=>B02*0.22894865)
4,0.029931473,B03 - square(B11),0.016477546875203513,B03 - B11**2,PySRFunction(X=>B03 - B11**2)
5,0.028978914,(B11 * -0.4822942) + B03,0.03234207341793028,B03 + B11*(-0.4822942),PySRFunction(X=>B03 + B11*(-0.4822942))
6,0.028908433,-0.031985123 - (square(B11) - B03),0.002435110209074087,-(-B03 + B11**2) - 0.031985123,PySRFunction(X=>-(-B03 + B11**2) - 0.031985123)
7,0.028721765,(-0.04698351 - square(tanh(B11))) + B03,0.00647815413773641,B03 - tanh(B11)**2 - 0.04698351,PySRFunction(X=>B03 - tanh(B11)**2 - 0.04698351)
8,0.028310228,((log(B11) * -1.1714895) * B03) + -0.2075414,0.014432044940818027,-1.1714895*B03*log(B11) - 0.2075414,PySRFunction(X=>-1.1714895*B03*log(B11) - 0.2075414)
9,0.028157854,(square(B03 * log(B11)) * 2.7578328) - 0.08818408,0.005396831783104968,2.7578328*B03**2*log(B11)**2 - 0.08818408,PySRFunction(X=>2.7578328*B03**2*log(B11)**2 - 0.08818408)
10,0.027826723,((log(B11) * -1.8365947) * (B03 + -0.09785783)) - B02,0.01182950302371552,-B02 - 1.8365947*(B03 - 0.09785783)*log(B11),PySRFunction(X=>-B02 - 1.8365947*(B03 - 0.09785783)*log(B11))
12,0.027620174,((log(B11) * ((B03 + -0.09394964) * -1.6426305)) - B02) * 1.5008065,0.0037251851158816877,-1.5008065*B02 + 1.5008065*(0.15432454412802 - 1.6426305*B03)*log(B11),PySRFunction(X=>-1.5008065*B02 + 1.5008065*(0.15432454412802 - 1.6426305*B03)*log(B11))
13,0.027606942,(((B03 + -0.092881136) * (log(B11) * -1.6044905)) - tanh(B02)) * 1.5387199,0.0004791849081234943,-2.46886146171095*(B03 - 0.092881136)*log(B11) - 1.5387199*tanh(B02),PySRFunction(X=>-2.46886146171095*(B03 - 0.092881136)*log(B11) - 1.5387199*tanh(B02))
14,0.027554275,(B03 + 1.2680591) * (((log(B11) * -1.6495668) * (B03 + -0.09440054)) - B02),0.001909566861222225,(-B02 - 1.6495668*(B03 - 0.09440054)*log(B11))*(B03 + 1.2680591),PySRFunction(X=>(-B02 - 1.6495668*(B03 - 0.09440054)*log(B11))*(B03 + 1.2680591))
15,0.027493818,(((log(B11) * -1.6495736) * (B03 + -0.094493024)) - B02) * square(B03 + 0.99250233),0.0021965165735046664,(-B02 - 1.6495736*(B03 - 0.094493024)*log(B11))*(B03 + 0.99250233)**2,PySRFunction(X=>(-B02 - 1.6495736*(B03 - 0.094493024)*log(B11))*(B03 + 0.99250233)**2)
