complexity,loss,equation,score,sympy_format,lambda_format
1,0.031033594,0.031966303,0.0,0.0319663030000000,PySRFunction(X=>0.0319663030000000)
3,0.030818623,0.0063987933 / B03,0.0034755725180798743,0.0063987933/B03,PySRFunction(X=>0.0063987933/B03)
4,0.030768752,square(B03 - 0.37229007),0.0016195205884431305,(B03 - 1*0.37229007)**2,PySRFunction(X=>(B03 - 1*0.37229007)**2)
5,0.03044223,B12 * (0.50241244 - B11),0.010668840345294023,B12*(0.50241244 - B11),PySRFunction(X=>B12*(0.50241244 - B11))
6,0.030439988,tanh(0.50352216 - B11) * B12,7.365040481972614e-05,B12*tanh(0.50352216 - B11),PySRFunction(X=>B12*tanh(0.50352216 - B11))
7,0.030378701,-0.036655683 - ((B11 - 0.628538) * B12),0.0020154009154927433,-B12*(B11 - 1*0.628538) - 0.036655683,PySRFunction(X=>-B12*(B11 - 1*0.628538) - 0.036655683)
8,0.030184694,(-0.7239332 - log(B11)) * (B12 - 0.1284197),0.006406763148281778,(B12 - 0.1284197)*(-log(B11) - 0.7239332),PySRFunction(X=>(B12 - 0.1284197)*(-log(B11) - 0.7239332))
9,0.030049572,((B12 / B03) + -1.1011858) * (0.44624713 - B11),0.004486556760166258,(-1.1011858 + B12/B03)*(0.44624713 - B11),PySRFunction(X=>(-1.1011858 + B12/B03)*(0.44624713 - B11))
10,0.02998787,(0.42834792 - tanh(B11)) * ((B12 + -0.15862983) / B03),0.0020554513872736604,(0.42834792 - tanh(B11))*(B12 - 0.15862983)/B03,PySRFunction(X=>(0.42834792 - tanh(B11))*(B12 - 0.15862983)/B03)
11,0.029826593,(-0.07588866 - (B12 * (B11 - 0.6993562))) / (B03 * 2.2684145),0.0053925884389492374,(-B12*(B11 - 1*0.6993562) - 0.07588866)/((B03*2.2684145)),PySRFunction(X=>(-B12*(B11 - 1*0.6993562) - 0.07588866)/((B03*2.2684145)))
12,0.029818159,(0.43391126 - tanh(B11)) * ((B12 / B03) + (B05 + -1.3206196)),0.0002828077835318127,(0.43391126 - tanh(B11))*(B05 - 1.3206196 + B12/B03),PySRFunction(X=>(0.43391126 - tanh(B11))*(B05 - 1.3206196 + B12/B03))
13,0.029752836,(B11 - 0.48128927) * (B11 - ((B12 * (B12 * 1.6479802)) / B03)),0.0021931151622460792,(B11 - 1*0.48128927)*(B11 - 1.6479802*B12*B12/B03),PySRFunction(X=>(B11 - 1*0.48128927)*(B11 - 1.6479802*B12*B12/B03))
14,0.02973995,((B05 + (B12 / B03)) + (B05 - 1.558314)) * (0.4384227 - tanh(B11)),0.00043319538612673013,(0.4384227 - tanh(B11))*(B05 + B05 - 1*1.558314 + B12/B03),PySRFunction(X=>(0.4384227 - tanh(B11))*(B05 + B05 - 1*1.558314 + B12/B03))
15,0.029573815,((0.40629172 / B03) * ((B11 - 0.46734932) * ((0.14697306 - B12) * B12))) / B03,0.005601918356166259,0.40629172*B12*(0.14697306 - B12)*(B11 - 1*0.46734932)/(B03*B03),PySRFunction(X=>0.40629172*B12*(0.14697306 - B12)*(B11 - 1*0.46734932)/(B03*B03))
