complexity,loss,equation,score,sympy_format,lambda_format
1,0.21859284,0.32284474,0.0,0.322844740000000,PySRFunction(X=>0.322844740000000)
3,0.20447241,0.09078452 / B05,0.033388884680989266,0.09078452/B05,PySRFunction(X=>0.09078452/B05)
5,0.20233235,0.06498218 / (B05 - 0.06462924),0.005260704771565492,0.06498218/(B05 - 1*0.06462924),PySRFunction(X=>0.06498218/(B05 - 1*0.06462924))
6,0.20189056,(0.014920486 / square(B05)) + 0.10860627,0.0021858740065360915,0.10860627 + 0.014920486/(B05**2),PySRFunction(X=>0.10860627 + 0.014920486/(B05**2))
7,0.19936833,(0.0169935 / square(B05)) + square(B12),0.01257174997195295,B12**2 + 0.0169935/(B05**2),PySRFunction(X=>B12**2 + 0.0169935/(B05**2))
8,0.19839439,((0.01973784 / square(B05)) + B12) + -0.23828821,0.004897100192723327,B12 - 0.23828821 + 0.01973784/(B05**2),PySRFunction(X=>B12 - 0.23828821 + 0.01973784/(B05**2))
9,0.19794463,(B12 + ((0.23252633 / B05) + -1.1051269)) + B08,0.0022695731197904566,B08 + B12 - 1.1051269 + 0.23252633/B05,PySRFunction(X=>B08 + B12 - 1.1051269 + 0.23252633/B05)
10,0.1975464,(B12 + (0.03250969 / square(B05))) + (-0.119252816 / B08),0.0020138516647945463,B12 - 0.119252816/B08 + 0.03250969/(B05**2),PySRFunction(X=>B12 - 0.119252816/B08 + 0.03250969/(B05**2))
11,0.19712102,(log(tanh(B08) * 0.8778719) + (0.39374873 / B05)) + B12,0.002155638611976195,B12 + log(0.8778719*tanh(B08)) + 0.39374873/B05,PySRFunction(X=>B12 + log(0.8778719*tanh(B08)) + 0.39374873/B05)
13,0.19712071,(0.39143026 / B05) + (B12 + (-0.13497396 - (log(tanh(B08)) * -0.98955697))),7.863196014462625e-07,B12 + 0.98955697*log(tanh(B08)) - 0.13497396 + 0.39143026/B05,PySRFunction(X=>B12 + 0.98955697*log(tanh(B08)) - 0.13497396 + 0.39143026/B05)
14,0.1970924,(B12 + (((0.33473182 / B05) + -2.1790116) + B08)) - tanh(B08 / -0.33397558),0.0001436278973505527,B08 + B12 - tanh(B08/(-0.33397558)) - 2.1790116 + 0.33473182/B05,PySRFunction(X=>B08 + B12 - tanh(B08/(-0.33397558)) - 2.1790116 + 0.33473182/B05)
15,0.19703193,(((B12 + -2.1134994) + tanh(B08)) - tanh(B08 / -0.3637661)) + (0.32947087 / B05),0.00030685748567972463,B12 + tanh(B08) - tanh(B08/(-0.3637661)) - 2.1134994 + 0.32947087/B05,PySRFunction(X=>B12 + tanh(B08) - tanh(B08/(-0.3637661)) - 2.1134994 + 0.32947087/B05)
